customer_id,name,email,phone,address,city,zone,plan_type,registered_date,status
CUST-00032,Ricardo Buckley,bernardtyler@example.com,(252)267-6918x490,"37170 Cassidy Shore, Cunninghamborough, KY 38648",Pune,pune-zone-2,premium,2020-08-16,active
CUST-00033,Edward Anderson,mgarcia@example.org,(737)579-7162,"19177 Lisa Squares, Lisaside, DE 21086",Mumbai,mumbai-zone-3,enterprise,2020-01-07,inactive
CUST-00034,Cheryl Anderson,gilbertjason@example.org,001-265-675-7595x8806,"175 Michael Ferry, Port Aaronburgh, GU 17112",Pune,pune-zone-2,standard,2022-11-05,inactive
CUST-00035,Cody Salazar,zmoore@example.net,339.324.4768,"1976 Stone Underpass, Brownburgh, AZ 46318",Pune,pune-zone-2,standard,2020-11-09,active
CUST-00036,Alex Thomas,raymond40@example.net,001-959-699-4207x558,"7582 Heidi Parkway, Lisastad, ND 73296",Mumbai,mumbai-zone-3,basic,2023-05-11,active
CUST-00037,Cody Frederick,mnelson@example.com,001-639-601-5026x859,"040 Chase Haven Suite 154, New Jacobbury, KS 59404",Mumbai,mumbai-zone-1,basic,2022-01-13,active
CUST-00038,Tracy Harrison,heather44@example.com,998-951-5474x8294,"398 Williams Key, New Jeremy, VA 92004",Pune,pune-zone-2,standard,2020-04-28,active
CUST-00039,Corey Phillips,hopkinsamanda@example.net,001-572-853-5120x17155,"94151 Catherine Place Apt. 111, Scottberg, MN 96785",Delhi,delhi-zone-3,basic,2020-06-24,active
CUST-00040,Christina Hamilton,chelsea01@example.org,493-699-5346,"96331 Stephanie Mill Suite 476, West Thomas, IN 40297",Mumbai,mumbai-zone-2,standard,2020-09-19,active
CUST-00041,Scott Torres,nicholas09@example.org,765-376-2513,"95661 Kelly Roads Suite 634, Combschester, IN 21870",Delhi,delhi-zone-2,standard,2021-06-26,active
CUST-00042,Todd Tran,aliciaedwards@example.org,+1-522-800-7389x03879,"86569 Blankenship Fall, Lake Alex, MD 11418",Delhi,delhi-zone-3,enterprise,2021-03-09,inactive
CUST-00043,David Nguyen,rushwilliam@example.net,001-255-760-6622x1507,"8542 Perez Pass, South Nathantown, MH 04830",Pune,pune-zone-1,premium,2022-03-28,suspended
CUST-00044,Mary Martinez,pamelaryan@example.org,(553)588-0362x391,"334 Cook Walks Apt. 992, New Lee, ME 44376",Bangalore,bangalore-zone-1,enterprise,2022-11-25,active
CUST-00045,Chelsey Porter,kfoster@example.com,655.719.3512,"94650 Melissa Mountains, East Michael, ME 61085",Pune,pune-zone-1,standard,2020-05-11,active
CUST-00046,Stephanie Brown,sandramorris@example.com,001-570-410-9633,"07541 Jerry Drive Apt. 748, West Samuelton, GA 75449",Delhi,delhi-zone-3,standard,2023-04-20,active
CUST-00047,Charles Vasquez,washingtonrobert@example.net,535-822-4938,"784 Mcdonald Causeway Apt. 411, Osborneburgh, KY 19323",Mumbai,mumbai-zone-2,basic,2021-04-13,active
CUST-00048,Jeffrey Thompson,rachelcastro@example.net,(370)469-4400,"300 Booth Coves Apt. 326, Lake Donald, MD 89261",Mumbai,mumbai-zone-1,premium,2020-05-25,active
CUST-00049,Robert Jones,bowenedwin@example.com,694-450-3581x9054,"6779 Brown Shoal Suite 010, Port Diana, MO 79487",Pune,pune-zone-2,enterprise,2021-03-14,active
CUST-00050,Emily Williams,catherinepatton@example.org,812-923-4054,"4677 Janet Stream Apt. 999, East Gordonshire, MO 70000",Delhi,delhi-zone-3,enterprise,2021-05-12,active
CUST-00051,Daniel Vega,sara32@example.net,(276)610-0981,"401 Brandon Knolls, Robertsshire, KS 48794",Bangalore,bangalore-zone-2,standard,2020-07-12,active
CUST-00052,James Casey,jacksonpatrick@example.org,+1-256-599-9876x34160,"184 Nicholas Village, South Chase, GU 19304",Bangalore,bangalore-zone-2,premium,2022-05-17,active
CUST-00053,Thomas Davis,michelle30@example.com,321.469.3402x519,"26169 Morris Pass, Lambertberg, CO 34702",Mumbai,mumbai-zone-1,basic,2020-05-04,active
CUST-00054,Darren Chapman,leeroger@example.org,001-478-903-0867x7556,"3680 Smith Loop, Hickmanhaven, AK 94976",Bangalore,bangalore-zone-1,basic,2021-05-24,active
CUST-00055,Peter Bowman,makayla21@example.com,(471)230-9448x891,"4802 Shah Bypass, West Stephanie, CT 33196",Delhi,delhi-zone-2,enterprise,2020-10-14,active
CUST-00056,Laurie Wilson,shuerta@example.net,(674)295-5094x016,"10882 Garza Bypass, New Christopherstad, UT 56366",Pune,pune-zone-2,enterprise,2021-05-26,active
CUST-00057,Allen Carr,bsmith@example.org,001-698-528-4538,"672 Jose Fords Apt. 145, North Malloryfurt, VT 01918",Mumbai,mumbai-zone-2,enterprise,2024-07-12,active
CUST-00058,Robert Peters,bruce63@example.net,(859)384-8496x0095,"3629 Hoffman Summit Suite 197, New Tara, OK 29290",Delhi,delhi-zone-2,basic,2020-04-13,active
CUST-00059,Richard Clark,wstephens@example.org,988.668.0969,"16530 Smith Course, North Amy, LA 25255",Delhi,delhi-zone-2,basic,2020-07-10,inactive
CUST-00060,Greg Moore,mwilliams@example.net,2876240220,"14677 Elizabeth Valleys Apt. 039, Harringtonshire, IN 90359",Pune,pune-zone-1,standard,2022-04-12,active
CUST-00061,Stephanie Marshall,lindsayjones@example.com,252-795-5308,"520 David View Suite 363, Schneidermouth, MP 69572",Pune,pune-zone-1,enterprise,2020-04-30,active
CUST-00062,Emily Martinez,eflores@example.org,511-354-0361,"50675 Donna Course Apt. 093, New Timothy, WV 05310",Mumbai,mumbai-zone-1,enterprise,2021-06-27,inactive
CUST-00063,Kristen Rhodes,christopherthomas@example.net,(604)620-7039x384,"7164 Kara Station, Grantton, CO 87362",Delhi,delhi-zone-1,premium,2022-05-16,active
CUST-00064,Casey Woods,terrymeghan@example.com,523-447-0615,"40193 Jones Inlet, South Marktown, VT 88222",Delhi,delhi-zone-2,enterprise,2020-11-13,active
CUST-00065,Monica Carter,williamsphilip@example.net,(253)758-8075x73186,"9443 Carrillo Avenue Apt. 836, West Maria, TX 93198",Pune,pune-zone-1,basic,2023-04-01,active
CUST-00066,Michael Molina,ywilliams@example.com,403-859-8245x929,"2663 Eric Island Apt. 438, North Michaelside, AK 56323",Mumbai,mumbai-zone-1,premium,2020-04-27,active
CUST-00067,David Buck,francis58@example.net,407-976-9389x909,"28198 Kara Creek Suite 737, East Michaelhaven, TN 57300",Delhi,delhi-zone-1,standard,2020-04-26,inactive
CUST-00068,Debra Hale,jennifer03@example.org,+1-450-464-0962x24468,"288 Anne Key Suite 413, West Shawn, CO 83046",Mumbai,mumbai-zone-2,standard,2020-05-20,active
CUST-00069,Robert Peterson,amanda80@example.com,+1-962-279-9648x62132,"120 Anthony Plains Apt. 758, South Joshuamouth, IA 80377",Pune,pune-zone-1,enterprise,2020-09-02,inactive
CUST-00070,Sarah Clark,daniel67@example.org,371.925.4545x917,"0101 Walker Brooks, South James, UT 39616",Delhi,delhi-zone-3,standard,2023-03-31,active
CUST-00071,Jacqueline Arellano,foxscott@example.com,001-950-782-1166x98540,"571 Duran Center Suite 845, Jeffreyshire, DE 56523",Delhi,delhi-zone-3,basic,2022-05-08,active
CUST-00072,Sean Monroe,bernardrandall@example.net,001-252-704-2567x86907,"49675 Murphy Turnpike Apt. 023, South Amyberg, NH 57111",Delhi,delhi-zone-3,premium,2021-06-18,active
CUST-00073,Christopher Castillo,allisonkristen@example.com,001-727-349-2634x3358,"9192 Joseph Forest Suite 658, Jessicamouth, WV 78963",Bangalore,bangalore-zone-1,standard,2021-06-27,active
CUST-00074,Megan Deleon,christopherjones@example.com,319-576-0711x3341,"82374 Hernandez Unions, Alishafort, CA 36780",Pune,pune-zone-2,enterprise,2021-10-09,inactive
CUST-00075,Michelle Dean,richard36@example.org,(658)999-6287x548,"Unit 0677 Box 8737, DPO AE 07254",Mumbai,mumbai-zone-2,basic,2022-07-27,active
CUST-00076,Richard Bell,mathewsbrian@example.org,435.227.3739,"2348 Jean Unions Suite 187, Thompsontown, CO 04556",Delhi,delhi-zone-3,basic,2020-05-30,active
CUST-00077,Donald Hubbard,davidsharp@example.com,+1-276-456-0326x109,"045 Gary Grove, South Michael, MD 22451",Delhi,delhi-zone-2,premium,2020-09-28,inactive
CUST-00078,Kelsey Adams,brownmichelle@example.com,001-798-783-1972x407,"00625 Joe Shores, Port Michelle, MD 14300",Mumbai,mumbai-zone-2,standard,2022-01-26,active
CUST-00079,Lisa Lee,sandra23@example.net,453-682-0281x45167,"42830 Chung Lane Suite 556, East Holly, PA 41012",Delhi,delhi-zone-1,premium,2023-06-06,suspended
CUST-00080,Michael Simpson,christina30@example.net,001-347-282-3351x8982,"9267 Perez Corner Apt. 570, North Aprilburgh, IL 83266",Delhi,delhi-zone-2,basic,2023-09-29,active
CUST-00081,Cindy Lowe,fhoffman@example.org,(883)906-3847x9885,"250 Heidi Plains Suite 807, Lisahaven, OH 05165",Pune,pune-zone-2,basic,2024-12-03,active
CUST-00082,Joseph Simmons PhD,rosemelanie@example.net,001-771-425-7135x7356,"7220 Paula Summit Suite 387, South Amyland, ME 17032",Mumbai,mumbai-zone-2,basic,2024-02-29,active
CUST-00083,Derek Perkins,tinafuller@example.com,945-601-0483x51766,"826 Lopez Lakes Suite 276, Maynardport, OK 94912",Pune,pune-zone-2,premium,2023-05-23,active
CUST-00084,Jasmine Jensen,woodsrobert@example.org,324-451-9591,"73739 White Centers, Victorfort, MO 92336",Bangalore,bangalore-zone-1,standard,2023-11-08,active
CUST-00085,Jacqueline Cole,williamsbrittney@example.net,866-895-5094,"7243 White Course, Port Ashley, OR 44202",Pune,pune-zone-2,enterprise,2021-05-29,inactive
CUST-00086,Kenneth Flores,reynoldsdanielle@example.org,001-677-882-5848x214,"536 Dorsey Locks Apt. 216, Stantonmouth, RI 85171",Mumbai,mumbai-zone-1,basic,2023-07-23,active
CUST-00087,Philip Gonzalez,hansonjacob@example.com,+1-922-525-7224x074,"287 Martinez Junctions, Lauraberg, MN 49213",Pune,pune-zone-2,basic,2020-01-08,active
CUST-00088,Rodney Kerr,pwilkinson@example.net,516.621.0905x550,"5027 Angelica Harbor, Zacharyport, WV 93118",Mumbai,mumbai-zone-3,premium,2020-11-26,active
CUST-00089,James Smith,mitchellwright@example.com,580-573-2507x94479,"247 Logan Roads, Shahbury, MP 71843",Delhi,delhi-zone-2,enterprise,2023-02-22,active
CUST-00090,James Harris,gjohnson@example.org,001-461-915-0658x93031,"36506 Serrano Shoals Suite 691, Sarahbury, OK 38821",Mumbai,mumbai-zone-2,standard,2023-01-22,active
CUST-00091,Virginia Ward,xsimpson@example.net,001-998-853-7089x198,"87250 Jodi View, Whiteside, MO 51395",Bangalore,bangalore-zone-1,standard,2022-05-30,active
CUST-00092,Heidi Anderson,erandolph@example.org,001-405-573-3711x81274,"6753 Dominguez Manor, Veronicamouth, WA 26819",Pune,pune-zone-2,premium,2024-06-18,suspended
CUST-00093,Brian Robinson,espence@example.com,423.435.0408,"04746 Smith Lodge Apt. 878, West Robert, DC 33900",Mumbai,mumbai-zone-1,premium,2021-03-06,active
CUST-00094,Anthony Donaldson,ecastro@example.org,929-913-9367x910,"7486 Morales Ridge Apt. 452, West Lindsay, GU 78218",Mumbai,mumbai-zone-2,premium,2024-05-16,active
CUST-00095,Melinda Mendoza,stevendeleon@example.com,001-781-537-1941x9527,"0203 Cervantes Parks Apt. 088, Allenton, NH 95060",Bangalore,bangalore-zone-2,standard,2021-04-29,active
CUST-00096,Robin Ward,heidi37@example.org,828-720-4087,"259 James Union, Vasquezborough, ID 83545",Mumbai,mumbai-zone-3,enterprise,2020-02-20,active
CUST-00097,Laura Harris,lauramarks@example.com,+1-530-989-6647x2734,"67362 Young Vista Apt. 929, Ramireztown, RI 15252",Bangalore,bangalore-zone-1,enterprise,2024-06-30,active
CUST-00098,Andrew Blair,amandawebb@example.org,924-688-5632x4774,"PSC 5487, Box 9299, APO AA 89389",Pune,pune-zone-1,premium,2020-11-22,active
CUST-00099,Randy Terrell,xtaylor@example.org,(513)764-8473,"278 Karen River Apt. 901, West Scott, VT 69969",Mumbai,mumbai-zone-2,enterprise,2024-11-21,active
CUST-00100,Mark Martinez,wrightjill@example.net,+1-787-681-2281x484,"PSC 5112, Box 9040, APO AP 44762",Delhi,delhi-zone-1,standard,2021-02-12,active
CUST-00101,Albert Murphy,brianjohnson@example.com,7394420442,"36499 Lowe Prairie, Matthewston, HI 93712",Delhi,delhi-zone-1,premium,2021-09-17,active
CUST-00102,Walter Henry,russelljamie@example.net,001-232-651-7532,"6222 Smith Haven, Jessicaton, AL 03963",Pune,pune-zone-1,standard,2020-02-18,active
CUST-00103,James Barnett,bvargas@example.org,001-869-526-8707x678,"46438 Zachary Crossroad Apt. 860, New Gregory, LA 37862",Bangalore,bangalore-zone-2,premium,2021-07-24,active
CUST-00104,Carolyn Christensen,groberts@example.net,001-494-733-8453x28359,"820 Lopez Fords Suite 411, New Beverlyside, AK 53676",Pune,pune-zone-2,premium,2023-08-06,active
CUST-00105,David Murray,aliciaperkins@example.com,(816)328-7244,"80466 Howard Club Apt. 620, Port Lisaland, VA 19024",Delhi,delhi-zone-2,premium,2020-02-26,active
CUST-00106,Kevin Mcguire,parkerrodriguez@example.com,966.529.7872x4798,"530 Martinez Route Apt. 641, Lake Loriton, UT 82317",Pune,pune-zone-2,standard,2023-04-04,inactive
CUST-00107,Joseph Marquez,steven32@example.org,001-473-248-9248x558,"273 Julie Spur, Barbaraville, WY 45124",Pune,pune-zone-2,basic,2020-08-10,active
CUST-00108,Amy Taylor,ybarton@example.net,708.340.9187,"39588 Smith Mills Suite 452, East Sara, AZ 79725",Bangalore,bangalore-zone-1,premium,2022-06-12,active
CUST-00109,Susan Cline,erik87@example.org,928.883.9732,"1745 Massey Manor Apt. 122, West Jessica, MA 12538",Delhi,delhi-zone-2,basic,2022-02-27,active
CUST-00110,Nicole Sullivan,rossnicole@example.com,382.624.5740,"25894 Campbell Field, Jonathanbury, OH 57406",Pune,pune-zone-1,premium,2020-03-31,active
CUST-00111,Nancy Summers,thomas66@example.net,904-468-3724,"80056 White Place Suite 469, Ramirezchester, PA 48380",Mumbai,mumbai-zone-1,standard,2022-01-15,active
CUST-00112,Steven Sullivan,kevin01@example.org,356-960-0483x32729,"474 Rachel Views Suite 992, West Daltonstad, MN 40596",Bangalore,bangalore-zone-1,premium,2023-09-20,active
CUST-00113,Tonya Blackwell,sarah50@example.com,545.295.4681x83802,"11373 Gutierrez Drive, Tommyburgh, AZ 64036",Pune,pune-zone-2,premium,2023-09-27,active
CUST-00114,Crystal Smith,harrisrichard@example.net,+1-514-416-5083x2755,"54385 Laura Turnpike, Williamside, PR 21464",Bangalore,bangalore-zone-2,premium,2023-02-09,active
CUST-00115,Sharon Parker,qbass@example.net,(972)405-0725x145,"311 Benjamin Islands, Port Jeanne, MT 53081",Bangalore,bangalore-zone-2,enterprise,2023-10-19,active
CUST-00116,Joel Wagner,felicia36@example.net,+1-712-894-6241x780,"4510 Patrick Lane Suite 658, Port Samuel, WY 01923",Mumbai,mumbai-zone-3,premium,2022-04-11,active
CUST-00117,Jonathan Johnson,lrodriguez@example.com,001-766-925-9447x831,"PSC 1175, Box 4286, APO AA 61728",Mumbai,mumbai-zone-1,premium,2021-08-10,active
CUST-00118,Frank Oconnor,bmckinney@example.net,951-947-4738,"1337 Stevenson Mews Suite 723, Stonechester, ME 10565",Delhi,delhi-zone-3,premium,2022-08-10,active
CUST-00119,Beth Wade,griffinkaren@example.org,580-803-5706,"454 Wells Mountain Apt. 389, Cherrytown, MI 64043",Pune,pune-zone-1,enterprise,2024-06-13,inactive
CUST-00120,David Rose,nicole21@example.org,3609203442,"USNS Cook, FPO AP 18506",Mumbai,mumbai-zone-3,basic,2021-08-04,active
CUST-00121,James Hernandez,vmills@example.com,(930)430-5003x402,"285 Timothy Track Suite 292, North Marymouth, VT 62075",Delhi,delhi-zone-3,premium,2020-07-10,active
CUST-00122,Jennifer Reynolds,kashley@example.net,419-555-2308x4074,"37103 Sanchez Villages Suite 146, Colinchester, LA 59365",Pune,pune-zone-1,premium,2021-04-05,active
CUST-00123,Randy Zuniga,gallegosraymond@example.com,262.444.4857x672,"10673 Lynn Creek Apt. 247, Patrickborough, KS 53567",Mumbai,mumbai-zone-3,basic,2020-04-04,active
CUST-00124,Michelle Petersen,perkinstiffany@example.com,(387)406-3250x33964,"Unit 4230 Box 5687, DPO AA 62931",Delhi,delhi-zone-1,basic,2022-07-21,active
CUST-00125,Steven Giles,kwagner@example.org,813-697-5565x1474,"2631 Soto Camp, Aguilarview, PW 42675",Delhi,delhi-zone-3,standard,2024-01-11,active
CUST-00126,Julie Lang,tguerra@example.org,575-367-6505,"87322 Brian Drives, Sergioshire, AK 97135",Delhi,delhi-zone-1,enterprise,2021-05-14,active
CUST-00127,Donald Hubbard,maria15@example.com,498-326-9507x61600,"8783 Knight Bypass Apt. 434, New Lisa, CO 75747",Mumbai,mumbai-zone-1,basic,2024-05-13,active
CUST-00128,Gary Stewart,morrissean@example.org,6686094445,"8391 Robert Summit Apt. 721, Alyssaborough, OR 40487",Mumbai,mumbai-zone-3,enterprise,2020-04-12,active
CUST-00129,Ethan Smith,joesmith@example.org,589-871-8291x53731,"5500 Victor Junction, Shepherdmouth, WV 81452",Mumbai,mumbai-zone-2,enterprise,2020-09-30,active
CUST-00130,Christopher Mckenzie,ugonzalez@example.net,+1-202-438-3810,"910 Crosby Camp Suite 842, Port Davidside, HI 54132",Delhi,delhi-zone-2,premium,2024-03-26,active
CUST-00131,Lynn Deleon,howardbrandon@example.net,275-916-1372x0196,"453 Cole Gardens Suite 906, Sharontown, WY 63645",Delhi,delhi-zone-3,enterprise,2024-08-28,inactive
CUST-00132,Timothy Carrillo,joshua74@example.net,+1-878-251-9934x220,"3194 Frazier Curve, Hallland, CO 50153",Delhi,delhi-zone-1,standard,2024-03-03,active
CUST-00133,Allen Holmes,msmith@example.net,+1-541-593-3132x047,"5946 Johnson Pike Suite 875, North Peterton, RI 42819",Delhi,delhi-zone-1,premium,2024-03-19,active
CUST-00134,Dana Moore,dcantu@example.org,554.546.4377,"5404 Laura Spring, Brandimouth, MI 89851",Pune,pune-zone-2,enterprise,2023-07-07,active
CUST-00135,Jason Woods,coxmelissa@example.net,+1-646-636-5906,"PSC 4259, Box 9232, APO AE 34708",Delhi,delhi-zone-1,basic,2024-01-01,active
CUST-00136,Timothy Allen,xthompson@example.org,(206)565-8987x77024,"47079 Stewart Orchard Suite 902, North Charles, WI 70560",Pune,pune-zone-2,premium,2021-10-16,active
CUST-00137,Diane Forbes,aguilargail@example.com,2853175114,"136 Torres Dale Suite 400, Wilsonview, NH 07274",Mumbai,mumbai-zone-2,standard,2020-11-04,active
CUST-00138,Ms. Lisa Johnson,owenssamantha@example.org,+1-667-502-4568x18697,"587 Sanchez Squares, North Sherriborough, WI 12230",Mumbai,mumbai-zone-3,standard,2020-05-11,active
CUST-00139,Jimmy Smith,gregorynavarro@example.net,001-458-394-3536,"02711 Holland Via, Kennedyville, VI 32830",Bangalore,bangalore-zone-1,enterprise,2022-05-01,active
CUST-00140,Mathew Garcia,rodriguezkrista@example.com,809-487-8541x45767,"252 Miller Corner, Burtonview, DC 22703",Bangalore,bangalore-zone-2,enterprise,2024-04-25,active
CUST-00141,Tyler Jones,kimberlymartin@example.net,+1-823-640-7283x4294,"581 Howard Parkways, Evansfurt, CT 25057",Mumbai,mumbai-zone-1,enterprise,2022-09-03,active
CUST-00142,Maria Meyers,jamessampson@example.net,(843)354-4673,"2707 Franklin Avenue Suite 056, Keithtown, WA 24382",Bangalore,bangalore-zone-1,premium,2024-03-23,active
CUST-00143,Debbie Dixon,mwilson@example.com,649-957-7566x68092,"9895 Cardenas Extension Suite 812, Munozfort, CT 25197",Bangalore,bangalore-zone-2,standard,2022-09-26,active
CUST-00144,Joseph Wilson,kirkmatthew@example.net,6344142532,"USCGC Lawson, FPO AA 93425",Bangalore,bangalore-zone-2,enterprise,2020-02-29,active
CUST-00145,Ashley Potter,antonio07@example.com,001-634-608-8354x4383,"037 Timothy Mall Suite 708, Derekborough, IA 98883",Bangalore,bangalore-zone-2,standard,2024-09-17,active
CUST-00146,Melissa Willis,vcooper@example.org,+1-253-900-3399x98705,"98512 Tonya Coves Apt. 907, Matthewmouth, UT 74327",Mumbai,mumbai-zone-3,basic,2022-03-17,active
CUST-00147,Courtney Green,vcox@example.org,001-521-721-2681,"309 Ellis Village Suite 678, Owensport, MT 47467",Mumbai,mumbai-zone-1,basic,2023-08-09,active
CUST-00148,Mrs. Susan Dunn,soneill@example.org,(701)317-7407x7534,"214 Katherine Road Suite 192, Frankchester, VT 37196",Delhi,delhi-zone-1,standard,2020-04-12,active
CUST-00149,Jennifer Jensen,emoore@example.org,+1-629-754-0143,"24435 Blake Harbors Suite 896, Karentown, MT 02711",Bangalore,bangalore-zone-1,standard,2022-07-20,active
CUST-00150,Cameron Thompson,gkennedy@example.net,001-384-619-3380x23616,"657 Brandon Hollow, Lake Jeremy, MA 33426",Bangalore,bangalore-zone-2,premium,2024-03-20,inactive
